,index,movie,names,reviews
1361,211, spi cinemas sathyam chennai , joe vinil , screen 1 was superb audio and video clarity was good seats could have been better their popcorn is top notch must try it snacks queues were long they should open more counters to manage the crowd snacks as usual really expensive like any other branded theatres 
1362,212, spi cinemas sathyam chennai , archana shrivastava , new good experience i recently watched a movie in the largest screen i booked the first row of premium section i wasn t aware that elite was a box and second half of the premium section was covered by the elite the height of the seats more 
1363,213, spi cinemas sathyam chennai , aravind kumar , new so that s about mission impossible 7 part 1 starring tom cruise and the most amazing part which may be hard to believe for some but well known among people in chennai is the popcorn more 
1364,214, spi cinemas sathyam chennai , lalithkishore c , such a fantastic time out here watching varisu with some friends and family a great multiplex with great ambience out there only problem we felt were the food and beverages available there are too expensive and not that much worth of it otherwise it s a definitely wonderful theatre to come watch the movie you wish for cheers 
1365,215, spi cinemas sathyam chennai , shiv594 ram , overall a good experience with the sathyam cinemas it was looking bit large compared to other theatre which i previously visited and the popcorn for 240rs was good the lighting inside the screen was cool and the seats were very comfortable and spacious well maintained 
1366,216, spi cinemas sathyam chennai , mano bala , from childhood it is still the best place to watch a movie in chennai picture quality and sound clarity are top of the world quality giving 4 only for increased pricing of snacks and beverages once pvr has taken control the pricing is more 
1367,217, spi cinemas sathyam chennai , harishanker , the main screen of sathyam cinemas is the best ever screen in tamilnadu to witness movies and that sound system and comfortaness no need to tell more about this simply the very best u have seen 
1368,218, spi cinemas sathyam chennai , priyank desai , very old cinema still having balcony seats is available watched guardians of the galaxy vol 3 more 
1369,219, spi cinemas sathyam chennai , kishore v a , the economy and last seats are great but the budget seats are worst and is only like a chair with no comfort food is a bit costly as usual the main screen is big but others screens are very small 
1370,220, spi cinemas sathyam chennai , parthiban saravanan , sathyam multiplex theatre is one of the landmark of chennai sound quality is good with large screen size main screen but not a glider chair that was disappointing more 
1371,221, spi cinemas sathyam chennai , subaash viswanathan , average experience i recently watched a movie in the largest screen i booked the first row of premium section i wasn t aware that elite was a box and second half of the premium section was covered by the elite it was like sitting under more 
1372,222, spi cinemas sathyam chennai , magesh m , watching movie in sathyam main screen is unmatchable experience but now a days screen lost its old clarity and popcorn rates increased pvr ruined our chennai s pride 
1373,223, spi cinemas sathyam chennai , sudhahar ramachandran , new worst viewing experience seats are stacked almost on flat surface no sloping we need to watch the movie through the gap between two front seats i see the seating arrangement is way better in my village theatre i dont believe anyone reported this already so i assume they chose not to act on it 
1374,224, spi cinemas sathyam chennai , restricted gamer , new great experience service at entrance was nice only thing the food s are too expensive a mall popcorn costs 270 rupees 
1375,225, spi cinemas sathyam chennai , gokul krishna , 5 months ago what a surreal theatre experience sathyam have cinema lovers can watch movies here so neat and having good parking places rates are so affordable for everyone 
1376,226, spi cinemas sathyam chennai , gokulan a , bigger screen sound is good center seats will give better viewing and audio experience snacks prices are too too too high better have outside after the movie 
1377,227, spi cinemas sathyam chennai , mk , always i have big love on this place for last 10 years whenever i come to chennai i will definitely visit this cinemas very good ambience and vibe at this theatre big parking space and right in the centre of the city first day first more 
1378,228, spi cinemas sathyam chennai , shebaz ahamed , new ambience everything good but the prices of snacks are huge after pvr takeover hardly we spend around 1 2k for one large popcorn coke and one nachos this is too much this one star is for the price hiking now i understood why there is downfall in multiplexes revenue 
1379,229, spi cinemas sathyam chennai , ashley , good theatre with spacious parking area 3d technology should be improved the only disappointment is the waiting for popcorn seasoning yesterday saw 2 guys dumping all 3 full bottles of seasoning like hell for 1 regular popcorn others more 
1380,230, spi cinemas sathyam chennai , akshay , the sound quality was awesome and the theatrical experience was too good 
1381,231, spi cinemas sathyam chennai , sumathi ganapathy , sathyam cinemas is best multiplex in chennai located in royepettah must visit with your family nd friends to enjoy the unbelievable movie experience with great picture nd sound quality snacks are very costly but taste is good restrooms are hygenic nd neat very safe place for women to visit nd watch movies in chennai 
1382,232, spi cinemas sathyam chennai , kishore kumar , new i ve visited sathyam few times but never went to santham screen but i found time to visit that screen for insidious and my experience is devastating sound was so mild and subtle on my back short ladies where nudging me to let them see more 
1383,233, spi cinemas sathyam chennai , duraipaandiyaan a p , chennai s best theatre masterpiece 
1384,234, spi cinemas sathyam chennai , sengaiyah , a very comfortable and safe place to watch your favourite movie with good sound quality and pictures quality and you will get pure snacks and cool drinks beverages items more 
1385,235, spi cinemas sathyam chennai , purushoth , not upto the expected lvl seats and hall arrangements were too bad i mainly visited sathyam coz of their popcorn but it made me a huge disappointment coz of the quantity the food menu and combo details are not displayed in screens to more 
1386,236, spi cinemas sathyam chennai , yashwanth a , i m watching dasara movie here i suggest all the telugu people not to visit this theatre because of the seating and sound effects you can hear people talking in the theatre more clearly than the sound of the movie even when dhoom dham dhosthan song is playing i suggest never come to watch movie here 
1387,237, spi cinemas sathyam chennai , raj kumar , new really superb theater in sathiyam once upon a time now recently overtaken by pvr i went sathiyam screen in maaveran movie in big screen very very bad seating cover not able to sit properly when sit seat sliding literally more 
1388,238, spi cinemas sathyam chennai , rupan chakravarthy , new the projection and sound quality dont meet the standards the worst part is their seats oh my god i became uncomfortable after 15 mins of sitting the seats surely need a renovation the only satisfying things are their butter popcorn and ample car parking 
1389,239, spi cinemas sathyam chennai , mahesh kumar j , new i am giving 2 stars just because of the pricing the food has become impractically expensive a small popcorn is priced at 270rs more 
1390,240, spi cinemas sathyam chennai , sathish jaykar , sathyam have the very theatre inside sathyam screen screen quality is getting lower please make a note of it otherwise the theatre s always mass in the chennai u200d u200d u200d u200d 
1391,241, spi cinemas sathyam chennai , arul prakash , new very very short staffs at interval time to buy snacks for waiting in the que by one staff taking order billing gives snacks is very very not good way to work gets delayed pvr must take action to provide extra staffs along with each more 
1392,242, spi cinemas sathyam chennai , ganesh natarajan , a month ago when it comes to comparing satyam reputation some thing is lost 
1393,243, spi cinemas sathyam chennai , jegannath spj , best theatre with a seating capacity of almost 950 ample space for leg room where a person can walk by even while you have tilted your seat and sit comfortably more 
1394,244, spi cinemas sathyam chennai , amit jaiswal , pvr sathyam cinemas on thiruvika road in chennai is a top notch cinema destination the theater offers a fantastic movie watching experience with its comfortable seating and excellent audio visual quality the staff is friendly and provides more 
1395,245, spi cinemas sathyam chennai , sandeep tondwalkar , this is a pvr cinema theater with very comfortable seating arrangements i went to see the dragonball movie here and i must say that the overall quality of the theater was extremely good the ac cooling is very nice the sound quality and more 
1396,246, spi cinemas sathyam chennai , praveen muthu , a week ago new theatre sound quality experience was good 
1397,247, spi cinemas sathyam chennai , pradeep , ticket booking experience was hassle free and from start to end we never carried a physical ticket despite counter booking paid cash via upi the theater was clean comfortable as always the sound system was terrific they restrooms were clean 
1398,248, spi cinemas sathyam chennai , mitraaz resources , new just a normal theater with bad sound quality staff are courteous 
1399,249, spi cinemas sathyam chennai , prithvi raj , popcorn has become very very expensive i watch the movies in sathyam only and i m a lover of their popcorn like others after it became pvr the company is selling the popcorn at exorbitant price more 
1400,250, i dreams cinema , shesai , located in the heart of the vadachennai a good theatre in the surrounding especially during the first day celebration mode more 
1401,251, i dreams cinema , rajesh kumar r , new i don t know how the tamilnadu government is allowing them to sell food products more than the mrp rates a goodday biscuit pocket mrp rate of 25 rupees is selling in the canteen they sell it for 40 rupees the coke with the mrp of 50rs is more 
1402,252, i dreams cinema , sathish karunanithi , theatre is good but for new movies charging 40 rs extra and they won t issue receipt also for that but it is the decent theatre around that area good ambience 
1403,253, i dreams cinema , sujay kumar , namma area laiye one best family theatre before 10 12years it was brigghton theatre vintage la semma famous theatre then they renovated it to the current cinemas quality about 10 12 years ago more 
1404,254, i dreams cinema , raki , new today i watched maaveeran movie it s totally enjoyable but the theatre audio letrally ear fuxk the audience audio was really high please make sure the audio level high or low 
1405,255, i dreams cinema , satya v s , nice theatre maintained well a c works well sound is awesome seats are good completly worth for the money given but space between 2 rows are quite low apart from that watching movie in idreams is an awesome experience never to miss 
1406,256, i dreams cinema , santhosh k , good condition seats and extreme quality sounds and good foods are serves they have parking lot too 
1407,257, i dreams cinema , mails2jagadeesh , the seating arrangement is showing in reverse order in online portal please verfy and correct please check the parking ticket for correctness of date and time 
1408,258, i dreams cinema , muthu ganesh , best theatre in north chennai near kasimedu seats and sound quality is excellent i watched spiderman no way home in 3d therethey provide 3d glasses not bad could be better parking area are too good bathroom facilities are good 
1409,259, i dreams cinema , prince nidharshan , i think this theatre is good theatre in entire north chennai but the reason i gave 3 star is because of following reasons 1 the sound level in theatre is extremely noisy i went for rrr more 
1410,260, i dreams cinema , jones samuel , 1 best theatre in north chennai 2 good parking facility 3 one of the best seat in chennai seat cushion was awesome but leg room more 
1411,261, i dreams cinema , gokul srinath , one of the best cinema theatres in royapuram the theater was good in terms of seating and cleanliness and parking they have improved their quality all along the years but the lower row seats will not be good also the snacks could also be more 
1412,262, i dreams cinema , udaya chandrika , last 9 years i am watching here only in this location it s best 
1413,263, i dreams cinema , sujeeth prasad , though the theatre look old from out its fantastic from inside screen is marvelous and sound system vibrates the seat main thing is the aircondition is continuously running evenly throughout the show overall a good place only negative is only cash cashless or gpay must be implemented 
1414,264, i dreams cinema , praveen venkat , it is one of the theatre in north chennai it has a worst screen experience and it has parking too praking charge for 2wheelers rs30 every seats are damaged so totally theatre experience fu s 
1415,265, i dreams cinema , aakash r s ãtm , very good theater and foods are not too much costly and a decent theater in the royapuram 4 5 
1416,266, i dreams cinema , deepak k , i simply love this place i don t go to any other theater to watch movie other than the idreams cinemas the movie watching experience is incomplete if that doesn t happen in ideas cinemas grab a tub off pop corn and you enjoy the movie 
1417,267, i dreams cinema , dinesh raj , idream cinema its a wonderful surrounded sound to all side my likes to you change to sound software goes to dolbyatmos it s a real feel cinematic experience 
1418,268, i dreams cinema , anto sujesh , the sound system is so good 
1419,269, i dreams cinema , padma rebecca , the best theatre in thiruvottiyur i visited it is safe and secure means only theatre we can go with family clean and tide interior looks very good bathrooms are so clean parking facility also available the only i felt bad is snacks are little bit expensive otherwise superb 
1420,270, i dreams cinema , umar riyaz f , nice theatre seats are good worth for money sound quality effective snakes are low cost and tasty but have to stop the boys from speaking bad words loudly in front families 
1421,271, i dreams cinema , shareth r , food and bevarages administration its too worst i ve ever seen in my life this type of worst and bad quality people in f b sector that people are not known how to respect customers and popcorn drinks are ready but there is no employees available in billing counter please dont visit idream theatre worst worst worst customer service 
1422,272, i dreams cinema , inbasekaran manivel , very decent cinema in a small place the quality of watching experience here is awesome 
1423,273, i dreams cinema , rldv entartaiment , sound quality was awsome screen was large ac were ok pushpack seat great but it was un cleanliness 
1424,274, i dreams cinema , lokesh kumar , super ambience recliner seat ultra comfort 
1425,275, i dreams cinema , chevvanthi chevvanthi , entire atmosphere is best in accordance with watching movie but when it comes to cleaning it s totally waste once after one show they won t clean entire place and will allow people to next show to watch with same wastes thrown on floor 
1426,276, i dreams cinema , ashok ak , not maintaining show time all people s r waiting outside half and hr more for ex 7 o clock show time till 7 25 door not open all r waiting outside with children s in very hot climate after tht they dump so many crowd at same place nearby more 
1427,277, i dreams cinema , mohamed anas , it will be good if screen maintanance and ac smell maintanance are fixed 
1428,278, i dreams cinema , bala g , 5 years ago nice and gud single screen worth for all classes except 50rs ticket bcoz its very near to screen so just try other ticket ranges such as 100rs and 120rs 
1429,279, i dreams cinema , md aashiq , it is the best cinimas i will see all movie in this theater 
1430,280, i dreams cinema , hari prasath , good and a great theater in this area but need to develop the theater sounding system and screen to be updated to 4k and dolby atmos to be introduced 
1431,281, i dreams cinema , arun jesus , quit amazing place to watch movie 
1432,282, i dreams cinema , neymar nithish , the place is very nice and i am watching many movies it s very nice theatre and i am enjoyed many time there latest le i am watching beast movie at the theatre in the interval time the food is very nice and the outside food is not more 
1433,283, i dreams cinema , rathnavel pandian , need better wheelchair accesibility 
1434,284, i dreams cinema , arun b , nice theater sound effects also very nice then bathroom is well clean and neat then ticket rate is reasonable always best 
1435,285, i dreams cinema , rajesh kumar , best cinemas for family and friends safety measures taken good for kids also to watch movie 
1436,286, i dreams cinema , sangavi tamilmani , very good and family oriented environment theatre in north chennai well designed and good featured theatre good dts sound effects 
1437,287, i dreams cinema , divakar kannappan , neat and clean sound effects are fine food items price little high 
1438,288, i dreams cinema , viswaloachan senthil kumar , idreams cinema was a great experience however the one large hall makes it a drawback the air conditioning is very cold and i personally bought a blanket for watching more 
1439,289, i dreams cinema , prabhakar pandiarajan , best place to watch movies sound and screen quality were good but not a safest place one of my colleagues recently lost his mobile phone there not by mistake more 
1440,290, i dreams cinema , mugi 007 , the best part of this theatre is the sound system u have never experienced the sound system like this before even in sathyam cinemas the ambience is too gud the seat are well maintained overall the best theatre for all cinema more 
1441,291, i dreams cinema , prithivi ram , first class theatre in north chennai enjoyable to watch the film along with the family proper maintenance and good atmosphere projection and surround sound keeps us engaging lovable hd projection and 4 way speaker systems with 7 1 more 
1442,292, i dreams cinema , sakthi kumar chandrabose , a year ago have not expected such a decent theatre in this locality first when i entered it was super crowded and no one was following covid norms but once they allowed us inside theatre i was able to see that the seats are clean and neat popcorn and other snacks are as costly as sathyam and other cinemas so better carry your snacks 
1443,293, i dreams cinema , sreejith sreenath , it s an awesome place to watch movies they play 3d movies too and their hospitality is awesome and family friendly seats are in good quality and the theatre is affordable for average families too and it is having nice cafeteria i recommend everyone to watch atleast one movie from here and i reviewed hear as 4 8 5 
1444,294, i dreams cinema , madhan r , theatre experience was so good employees not answering properly in interval times 
1445,295, i dreams cinema , jaya prakash , nice theatre with good seating arrangement sound effects clean rest rooms and enough parking space 
1446,296, i dreams cinema , girish ram , value 4 money at a short commute 4 north chennai residents cushioned seats ac screen size clarity are good the sound is okay but needs more bass like in ega main screen only theatre that prices tickets reasonably at 130 140rs average irrespective of the day of release big hero movies which is a welcome sign 
1447,297, i dreams cinema , arun ayyadurai , one among the best theatre in north chennai decent theater with normal seat capacity average size screen with good sound effects you can enjoy with your family safe theatre parking also extended so no more spacing issue good canteen more 
1448,298, i dreams cinema , shakira begum , good place idreams cinemas in north chennai 
1449,299, i dreams cinema , sameer s , best theatre in north madras seat is very comfortable ticket price rs 140130 and 100 popcorn rs 60 not bad more 
1450,300, spi escape multiplex , shrinivas v , good design and super environment to watch movies popcorn and other snacks are available will recommend getting from the counter in advance as there is a long queue and it takes some time washrooms are nicely maintained the movie started and completed on time and did not face any glitch 
1451,301, spi escape multiplex , deepak m , cinema is an important and influential art form that has the power to entertain educate and inspire audiences around the world movies can provide a source of entertainment serve as a platform for social commentary and promote cultural exchange and understanding so we can spend lots of time and chitchat in cooled environment 
1452,302, spi escape multiplex , mike s , one of the good theatres in chennai good atmosphere and infrastructure and the quality of pvr is also superb but the parking should be a but confusing though so please remember your more 
1453,303, spi escape multiplex , r s manian layman , i watched a movie at the streak screen comparatively bigger screen good seating and leg space sound effects are good screen clarity is good food is good more 
1454,304, spi escape multiplex , madhu balan m , new neat and grand loved this place atmosphere and sounds are good i had watched vettaiyadu vilayadu re release here good memories 
1455,305, spi escape multiplex , shamala devi , big cinema clean and very secure in term of security check my first time going to cinema in india they have breakfast 15 minutes interval before starting the 2nd half of the movie very interesting and new for me 
1456,306, spi escape multiplex , k sheriff , new the place is good for a quick movie and shopping since it s inside ea shopping mall however the hygiene quality of the food served went down in my view after spotting a german cockroach lurking inside the food storage 
1457,307, spi escape multiplex , karunakaramoorthy j , new very neat and well maintained place still miss the name spi sathyam thanks for pvr maintaining i the same way as them 
1458,308, spi escape multiplex , ashwin balasubramaniam , awesome experience and best time spending place with your loved one s and with family 
1459,309, spi escape multiplex , navin navi , the best theatre with amazing sound effects and best visual experience totally a wonderful place to watch a movie 
1460,310, spi escape multiplex , rajeshwari b , this place is so good and even they have 60rs tickets worth it guys 
1461,311, spi escape multiplex , vinoba m , have many screens parking in malls is a bit costly food and beverages are also expensive the theatre and its premises are well maintained screen ambience is superb and has different themes best place to experience movies like an elite recommended 
1462,312, spi escape multiplex , gokul md , yesterday i watched guardians of the galaxy 3 on a plush screen in pvr escape after the second half of the movie they really reduced the volume and i couldn t experience any action scenes i watched the second half with low volume this more 
1463,313, spi escape multiplex , preethi ravi , amazing place clean and neat theatre better food than other cinemas had a wonderful evening there 
1464,314, spi escape multiplex , dharmaprakash , new i love the security here that i somehow managed to sneak in 30 lays sour cream n onion pack and 25 mountain dew 500ml other than that talking about the more 
1465,315, spi escape multiplex , abdul majeed , we booked a movie on the blush screen i didn t expect pvr to be this bad seats are rigid no push back it has lots of leg room but not so comfortable because of the seating position and the screen also looks dull i have been more 
1466,316, spi escape multiplex , washing powder nirma , close to my residence and have tasty snacks though pricey but i enjoy catching up movies here as i don t have to travel far and since i have membership i get some discounts once in a blue moon plus they maintain cleanliness everywhere so bonus points for that 
1467,317, spi escape multiplex , m yunes , my favorite theater with masala popcorn good and friendly staffs comfortable and well maintained theater 
1468,318, spi escape multiplex , sathish , good movie experience they have couple seats in limited screens obvious pvr ticket rates since it s located within the mall you can plan your day efficiently 
1469,319, spi escape multiplex , pranav jain , not a terrible experience but also not that good experience seat were good but not much comfortable and after a while movie started to feel hot like ac is not working more 
1470,320, spi escape multiplex , ariyan arup , entering the cinema hall one doesn t feel they are entering a regular movie call the architecture and the aesthetics are well above any other cinema halls i have visited over the past few years there is a lounge space and a small space more 
1471,321, spi escape multiplex , anish jeni , they have to improve alot it s the same seating which i saw in 2015 firm stiff not flexible or comfy to watch movies in theatre for 3 hrs it s like watching in setc bus if you visit vr mall pvr u get the best seats for the price either they change seats or better avoid the place for movies 
1472,322, spi escape multiplex , binil binoy , best theatre experience available in the city well maintained more 
1473,323, spi escape multiplex , tom mathew , a year ago well maintained theatre they are very strict on covid protocols only after displaying the vaccine certificates at the entrance they allow to enter the cinemas more 
1474,324, spi escape multiplex , chandramouleeswaran balaji , 2 months ago one of the best theatres in chennai with couple seats the ambience is great staff is very friendly and movie watching experience is sublime since parking rates are high in express avenue mall you can park in the private parking area near more 
1475,325, spi escape multiplex , ramachandran s , new good for entertainment if money doesn t matter this is the right place for fun fun city games are really enjoyable for both adults and kids 
1476,326, spi escape multiplex , antesh sinha , new it is amongst biggest mall in chennai all major brand products are available food court available in top floor pvr cinemas multiplex is also available you may easily spend 1 30 2 00 hrs here 
1477,327, spi escape multiplex , karthik selvakumaran , new i love ea mall as it is easy to park and the lift is always very free the seats are very comfortable and the movie watching experience is awesome 
1478,328, spi escape multiplex , d naveen , the view from the food court in the mall is breathtaking and the food had is also fantabulous 
1479,329, spi escape multiplex , bhavan kumar s u , picture quality and sound was awesome couple seat and single seat is available but both the seats are of little bit uncomfortable the back rest the problem more 
1480,330, spi escape multiplex , saran kumar , if you want to feel the real experience of cinematography you better watch in theatres like this the ambience is cool and choose your seat at back to get a good view they have a new sound providing technology which is awesome 
1481,331, spi escape multiplex , prithivi ram , very excited to watch the films great atmosphere dolby 7 1 surround sound gave a stunning sound effect great hd projection live the film very royal interiors happy to visit along with family good customer services 
1482,332, spi escape multiplex , shonu kurian , amazing theatre very convenient two things that could be improved upon are if there were reclining chairs and if parking was provided for free by ea mall for those coming to watch the movie 
1483,333, spi escape multiplex , mohamed , visited 1st july ac not function in between the movie time in plush screen more 
1484,334, spi escape multiplex , arun pradeep r , good mall with fun activities and time pass feel the movie experience better here parking fee is costly and large facilities and now popcorn rate are 48 increase and toppings are extra money even 2nd time butter add means rs 20 extra more 
1485,335, spi escape multiplex , vasanth balakrishnan , seating sound quality food counter is the annoying thing we may need to wait minimum 10 to 15 mins more 
1486,336, spi escape multiplex , chetan jain , as far as movie is concerned it is good but when it comes to food it is only looting the pocket qty of the food is not at all as per the price being charged especially french fries popcorn more 
1487,337, spi escape multiplex , rahul sewag , if you want to have an amazing movie experience then this is the place powerful speakers great protectors and very comfortable seats and how one can forget popcorn the best popcorn one can have 
1488,338, spi escape multiplex , ramabadhran k s , a good experience watching a film with a lite hearted story good screen decent audio experience overall it s a good experience for a cheap and sudden movie plans 
1489,339, spi escape multiplex , nocturnal drifter , a fall from grace from poor sound mixing to eye watering prices on food that s mediocre at best once a weekly hangout spot for premium cinema is a shadow of it past now with negligence in all aspects of maintaining a theatre pvr has ruined it 
1490,340, spi escape multiplex , sujatha lakshminarayanan , new worst food quality no chicken in chicken tikka sandwich no vegetable in veg cheesy nachos they collect 350rs per food item but quality is very very very poor pls improve your quality don t cheat people 
1491,341, spi escape multiplex , zoo race , 3 months ago screen and projection need to be improved some strains are visible in the screen food quality is good in sound system some vibration occurs during high pitch sound interval lights are not operated in time 
1492,342, spi escape multiplex , pavithra asam , awesome and good place to chill out with your buddies 
1493,343, spi escape multiplex , jeffin_237 , new seats are not comfortable rest all good 
1494,344, spi escape multiplex , orchard mothercare , watched avatar in 3d super theater and love the cinema hall in itself i love the idea of mixing your own flavours to the popcorn you buy although i do feel they need to rethink the concept of how they expect us to mix it more 
1495,345, spi escape multiplex , vivek karwa , it s a theatre and hence not much to update 1 the ambience is over all good 2 suggestion will be to maintain the water can facility properly and not just more 
1496,346, spi escape multiplex , swetha varalakshmi , canteen service and food quality is very poor received old popcorn and expected food or drink is not available very poor and bad theater experience kindly change or please close the canteen for god sake zero star did not expect this 
1497,347, spi escape multiplex , shanjit kanna , one of the best cinema experience in chennai around royapetta i watched suzume here the audio experience was ultimate couple seats are available more 
1498,348, spi escape multiplex , hari kishore , new screen 4 streak was best among other screens in escape cinemas excellence sound system dolby atmos with big screen size 
1499,349, spi escape multiplex , anand pal , it s a nice multiplex cinema tickets can booked at same food counter or it can also be booked online it screens mainly tamil and english movies but movies in other languages such as japanese are also screened the auditoriums are nice with 3d projections it s nice place to watch movies 
1500,350, mayajaal multiplex , praveen kadiyala , perfect place to explore rating 4 5 5 more 
1501,351, mayajaal multiplex , baskar damodharan , one of the oldest mall and movie screens it is still maintain really well screens and seats are maintained well only problem is distance from city limit and its closer to south chennai people 
1502,352, mayajaal multiplex , bimal subhasis , it s ok yes the place is near kanathur bus stop on the ecr highway not much crowded compared to the earlier times plenty of parking available if you are planning for lunch then it would be the worst choice for sure they have very more 
1503,353, mayajaal multiplex , nishank kadam , a year ago kinda lame place looks exquisite from outside but lame from inside i mean i went here to see a movie and when i entered no one checked my movie tickets i just entered and sat on my seat no covid protocol was followed in interval i went more 
1504,354, mayajaal multiplex , lalith prasad , became very old not much options many come to watch only movie we went bowling but it was very worst the bowling set was very old and not at all working properly we had to call the person multiple times to make them work food court was ok 
1505,355, mayajaal multiplex , jeeva samy , i went to the movie por thozhil the movie was awesome more 
1506,356, mayajaal multiplex , david inbaraj , a year ago super duper place to spend time with kids and family great place for fun activities large and multiple parking area entrance screen and check ups need mask in entrance nilgiris super market beside the car parking for groceries food court more 
1507,357, mayajaal multiplex , shanthosh sairam , new one of the best multiplex theatres in chennai number of screens mostly with 4k dolby atmos screens are small but it was great they charge 50rs for bike parking and the ticket cost for movies are vary depends on the movie try it you may love it 
1508,358, mayajaal multiplex , me m , 6 months ago usually i find this place not very crowded 14 screens multiplexes are always good movies in play ample car parking facility 100 rs per entry lots of games for kids and adults the snacks and food items are quite costly inside the mall more 
1509,359, mayajaal multiplex , shivakumar smile , very good for movies i have seen around 16 to 17 screens inside the mayajaal cleanly maintained and parking is available for shopping it s not recommended 
1510,360, mayajaal multiplex , nagendra mandla , 5 months ago very nice mall spacious and clean we have multiple games available for kids more screens available for movies good for shopping as well more 
1511,361, mayajaal multiplex , d , it s an old property now needs to upgrade and spend some money to bring this to life the movie hall looks dull and lacs life staffs are arrogant and unpleasing 
1512,362, mayajaal multiplex , akhileshwar singh , this is one of the oldest place to hang out during the weekend we could watch movies but can t compare them with pvr they have 3d theatre as well if you are not getting a movie ticket then i am sure you will get here the food court is more 
1513,363, mayajaal multiplex , gayathri muthukumarasamy , poor air conditioning in mall inside theatre it was good look of the theatre is good and clean pricewise it was very high for ticketsfood overall not worth for price i ve more 
1514,364, mayajaal multiplex , rakesh , nowadays not much crowd in mayajaal even on weekends parking rate is 100rs less outlets when compared to mall 
1515,365, mayajaal multiplex , janapradhu photography , new big car spacious and well maintenance car parking price is very good hundred rupees for car parking but improve the canteens all canteen i want restaurant in this complex that is very good status all very good maintenance 
1516,366, mayajaal multiplex , murugan muthuvel , new as name suggests this is one of the best place to spend a day with family more than 2 decades old now everyone will have their own memories visiting this place watching their fav movie 
1517,367, mayajaal multiplex , kani vinod , 4 months ago mall has no air conditioned facilities and lot of mosquitoes escalators is under maintenance only good thing is cinemas more 
1518,368, mayajaal multiplex , sharmili mohanarajan , we went to watch viduthalai movie on screen 13 and there is no sign board to reach screen 13 the screen is compact but the sound system is good weekends are crowded and i suggest to book the tickets prior if you want a hassle free outing 
1519,369, mayajaal multiplex , jeba samuel raj , new biggest mall outside the city main plus is the ample open parking space for cars and two wheelers and the price is also fixed and not hourly based there are few paid kids friendly fun activities available inside the mall with a decent more 
1520,370, mayajaal multiplex , abhilasha dhayal , a mall of theatres inside a single complex 14 screens latest films in tamil english hindi and other languages are shown which can be booked online food court and other dining restaurants are present fancy stores and game parlours are more 
1521,371, mayajaal multiplex , giriesh chakaravarthy , new acoustics are too good seating and comfort is good 100 rs for parking that too for a movie seems to be too much well maintained restrooms and default price for snacks as same as others 
1522,372, mayajaal multiplex , dayalan srinivasan , screens are not good u can see some dust on screen while watching the movie nxt screen audience are coming in middle of the movie and disturbing no security is there to stop its like market place who ever can come and watch the ticket without ticket 
1523,373, mayajaal multiplex , sanjay sg , 16screen multiplex gaming zone with 9d and vr games foot court available more 
1524,374, mayajaal multiplex , vijaykumaran subramani , i recently had a fantastic time at mayajaal and i must say it is an entertainment hub that offers something for everyone located in chennai mayajaal is a perfect destination for a fun filled day with family and friends more 
1525,375, mayajaal multiplex , nazeem vlog s , mayajal mall is one of the fav mall and this mall 16 screens and shoping food court and vr gamebar in this one mall south indias most highest screen 16 screens int this mall this mall located on ecr roads 
1526,376, mayajaal multiplex , ramraj sathish , nice movie theatres as well as some kids attractive areas 
1527,377, mayajaal multiplex , bharath kumar , new the seats were good we went to 11 30 pm show and we were there at 11 pm and the security didn t allow us go up upto 11 30 pm nice experience on night drive and cinema cheers 
1528,378, mayajaal multiplex , gowtham thangaraj , 10 months ago apart from theatres and vr related shops there is nothing significant here building seems to be old we will charged rupees 100 for car and 50 for bike parking domino s and nilgiris inside which is crowded only on weekends on the backside more 
1529,379, mayajaal multiplex , karthikeyan varathapillai , new worst place last sunday we visisted no air condition in common place food court popcorn flavours are completely missing they had only one flavour that too you need take it in the spoon and mix it for sure next time we will not go to this place 
1530,380, mayajaal multiplex , jai ganesh , multiplex in ecr near kanathur 1 5km from uthandi toll gate open car park can accomodate big rush not an issue more screens are there so chances of getting ticket in first day itself very much possible some screens equipped with dolby more 
1531,381, mayajaal multiplex , goutham , not a huge mall like other malls in chennai but if you are going to ecr for other outings you can visit for sure i went to vgp aquarium iskon matsaya and akkarai beach so i went to maayajal to play some games and we really enjoyed the more 
1532,382, mayajaal multiplex , pakala surendra babu , new it s a good place with large number of screens screen size and seating capacity is small screen 3 more 
1533,383, mayajaal multiplex , udaya kumar , new number of screen with different movies but food is too expensive 
1534,384, mayajaal multiplex , himanshu yadav , usually i find this place not very crowded 14 screens multiplexes are always good movies in play ample car parking facility 100 rs per entry lots of games for kids and adults the snacks and food items are quite costly inside the mall 
1535,385, mayajaal multiplex , nagalakshmi ramalingam , this place is mainly for those who wants to watch movies ground floor has play areas for kids best for age 10 n below there is one vr gaming arena snow bowling and snooker play area for adults more 
1536,386, mayajaal multiplex , atharva patil , 6 months ago a really good multiplex with a lot of screens and variety of food options available 
1537,387, mayajaal multiplex , kumar viswanathan , very place lots of memories sample space for parking lots of space for kids to play around more 
1538,388, mayajaal multiplex , anirudh self game squad , a decent place to spend your evening with a movie snacks and some fun game this place has parking and the call taxis have to drop at the gate the screens are spacious and comfortable the dolby sound was good the ac was normal and feels more 
1539,389, mayajaal multiplex , ranjith r , not as expected old one small screens for movie experience 
